text,label,source,lang_pair
tum logo ne feku k 5 sal feku ki bhakti aur hindu-muslim hi kiya hefeku k 5 sal mehgaibero,0,semeval2020,hi-en
kash rafel ke alawa 5 salo rahulji ne sub chijo ko pucha hota aj unki ye halat nhi hoti nan,0,semeval2020,hi-en
modi ji shah ji aur nath ji inki tigdi ab desh ko neyi unchaiyon pr le jaygi desh hit k liy jo bde,0,semeval2020,hi-en
mam ji good morn ji yahi baat cong kay leader ko jaan layni chahiay ki unhonay rahul sir ji ki,0,semeval2020,hi-en
good morn pita ji pls bless sewa sumrin parmarth bakso ji truecompanion,0,semeval2020,hi-en
love content humari bhuk bhot baadi hai nan,0,semeval2020,hi-en
bjp ki jeet par samast jharkhand wasiyo ko aur bharat wasiyo ko dher sari subhkamnay hamar jee aap,0,semeval2020,hi-en
ghaffar bless peopl jo hamari fake smile main bhi hamari dukh dard ko smajh jti hai 🙃🙃 nan,0,semeval2020,hi-en
ab tni sant ho jo bali ka bakra bn chuke ho ab jake nach gana start kr nan,0,semeval2020,hi-en
abe sale mirza kasm e aallaa ki ham ne nahi kiya,0,semeval2020,hi-en
great sir pah baar pratapgarh ko ek aam aadami sansad ke,0,semeval2020,hi-en
congratul mr amit sah becom new home minist countri ab desh surkshit hatho hai nan,0,semeval2020,hi-en
near 74 cr indian low qualiti aur ye chutiya akela shana nan,0,semeval2020,hi-en
awh bless 🙂 ahaa nott boy hint manc - get ladi 😏👌 nan,0,semeval2020,hi-en
parivarwaad ka mtlb mp bann se nahi hai iska mtlb hai parti ka supremo bann se kisi afric,0,semeval2020,hi-en
tu log bolega bhi keys hay unpad gawar gaddar musalman 🐗 khinzir 🐷 ka gost kha kar jaban hua gunga 😷 2 futi kau,0,semeval2020,hi-en
funni thing come academ environ dr level dey fi take new abirem p,0,semeval2020,hi-en
sir bura mat maniy ek baat kahna chahta ho apn sansad ke fund ko sahi use nahi kr pay,0,semeval2020,hi-en
viratian nahi bhai aamirspk2 ne rts ke liy nahi kiya,0,semeval2020,hi-en
happi birthday simran ! ! ! choudari ❤️❤️❤️❤️ may mani mani ! ! ! ! ! ! friend,0,semeval2020,hi-en
aap ki sab duaon aur sari muhabbaton k asal haq-daar yeh log hain alhamdolillah best team program sar e nan,0,semeval2020,hi-en
awesom video project use pi enhanc retro game consol let thing like stream game throug nan,0,semeval2020,hi-en
nafrat ki duniya ko ( video song ) haathi mere saathi rajesh khanna & tanuja,0,semeval2020,hi-en
hey pod ad slot thank much sponsorship ) howa salut nan,0,semeval2020,hi-en
eidaladha mubarak may higher power bless & everyon us & may peac among us equal nan,0,semeval2020,hi-en
isi nirasha k mahol tum jais suwar logon ko buri narah se haar ka samna karna pada dub maro dkbose nahi t9 jan,0,semeval2020,hi-en
main khud tou laita nhi lakin jo,0,semeval2020,hi-en
agar pakistan 1 hindu mara jata hai india 1000 mullo ko katwa dena chahiy nan,0,semeval2020,hi-en
better say eid mubarak year say merri christma nan,0,semeval2020,hi-en
problem hindu muslim problem muslim everi muslim want 72 ho,0,semeval2020,hi-en
maaaaiiiiiindblow ufff shreya ji aapki awaz best l,0,semeval2020,hi-en
ye chutiya b boln lga h k 12 ghnte ka wkt deta hu namak haram tera pakistan laal,0,semeval2020,hi-en
bhadouria ji ko nai pata zara anpadh hai liter educ inh lagta hai ki debat chil,0,semeval2020,hi-en
sanjay singh tum jais chu ko wais bhi koi sunta nahi hai iss baar assembl elect ke baad,0,semeval2020,hi-en
kuch kaam hai kaya,0,semeval2020,hi-en
bhaiwais ek bhi,0,semeval2020,hi-en
song amaz .😙 23'may jeen bhi de song cool super,0,semeval2020,hi-en
ye fake hai per turant fir ho ism 04-may account hai ye daili new ladkiyo ki photo dalta hai isk,0,semeval2020,hi-en
u like ? ! ! ? ! ? ? ! ! ! dont fuck look hoe ufff 3a9abooniii u think arrree nan,0,semeval2020,hi-en
jummahmubarak friday jummah jumma # الجمعه # يوم_الجمعة,0,semeval2020,hi-en
jummah mubarak bless day jumu'ah ramadan give gift educ make differ start,0,semeval2020,hi-en
** follow retweet follow back ** offer 2 match pay win ksh 1000 odd rang 06-nov interest text v nan,0,semeval2020,hi-en
pappu ne socha jhoot fehelan se aur farzi news fehelan se chunav jeeta ja saktha hai,0,semeval2020,hi-en
see say narendra modi ji ka bahut bada haanth tha 2002 defam suprem court ... .… nan,0,semeval2020,hi-en
duniya ka sabs imaandaar admi yani aaaj sabs corrupt logo ke saath evm khraab bo,0,semeval2020,hi-en
ye ch log desh ke journalist hai chii nan,0,semeval2020,hi-en
100th episod favorit interviewe throughout year catch talk f nan,0,semeval2020,hi-en
kaitaa last friday ramadan may get barakah day may abl reach next one jumma ah nan,0,semeval2020,hi-en
tere sang pyaar main nahi todna tere sang pyaar main nahi todna chaah tere pich jag pare chodhnaaa fav song behir ! ! ! 1yearofbehir nan,0,semeval2020,hi-en
awww thank love roz 's kind x nan,0,semeval2020,hi-en
everi fan girl golden dream ❤ 💋 💋 ❤ love meri jaan,0,semeval2020,hi-en
berozgar kon hai wo dikh rha abd ke tweet kark apni gaand marwa rha nan,0,semeval2020,hi-en
pakistan ne 1992 worldcup ka phla match bi windi se hara tha,0,semeval2020,hi-en
kabhi acha socha karo band karo ye divid n rule nan,0,semeval2020,hi-en
hamar uttara pradesh ke yuva bhi 12000 medic pass 6 year se berojgar h train pe nhi bheja nan,0,semeval2020,hi-en
bhawesh ☝️ gif misspel name miss second line thank 😌 nan,0,semeval2020,hi-en
happi birthday kohinoor baisaa 🎂😘🎁🎉✌🎊🎂😘🎁🎉🎉 🐯 piti ji alway blesssss u 👑👏… nan,0,semeval2020,hi-en
d26 love angel kapstar satyam k9,0,semeval2020,hi-en
aao bahno ab chunaav k baad kuch ghar grihasthi ki baat kar lekin 😁😁 kya aapan ghar pe koi achaar banaya mai,0,semeval2020,hi-en
pak maza aagaya aray bilaw ko kyu nahi mara kutt ke ba,0,semeval2020,hi-en
jab aap log neutral na hokar bjp spokesperson ki tarah behav karog kaun bhejega debat aapko duk nan,0,semeval2020,hi-en
larkaa 😂😂😂 pta ni us din b dil krta btana ka k ni 😂😂 wase yeh wja ni aiven e bs 😂 nan,0,semeval2020,hi-en
yes talk bhai sayad mahesh manjerekar se bar hope rak sakat hai nan,0,semeval2020,hi-en
ahhh nice may allah grant salah mane everyth next life ameen life ya allah strip th nan,0,semeval2020,hi-en
jalebi sexi hot good night darl nan,0,semeval2020,hi-en
khankk jaldi jang kro na tum log thori si mar kha k chupkey kun beth gay laro gey nahi hum,0,semeval2020,hi-en
ls hahahah muse everyth love much sketch lisa leo luca tripl l uwu love nan,0,semeval2020,hi-en
kuttar bacca / son dog kutt ki billo waladul kalb nan,0,semeval2020,hi-en
💕 good morn almighti papa ji 💕 🌹 plz bless sewa sumiran parmarth ka bal 💪 bakhsh nan,0,semeval2020,hi-en
tere bap ki trha loot maal nahi hai os k pas chorni kahein ke 2 bar baghori ourt ka sapna hamri le,0,semeval2020,hi-en
veri good modi ji bharat mata ki jai jai hind jai bharat har har modi ghra,0,semeval2020,hi-en
bachoun k baap b apney baap ko dufnan nhi sakey thei isi haram doulat ki waja se nan,0,semeval2020,hi-en
kch bhi chutiyo jais baat kart ho bhaiya tum bail buddhi lagt ho daro maat kch nahi hoga,0,semeval2020,hi-en
k afridi ye jo abhi ucl ky naam py tv py horaha hy isi class footbal kahti hain beauti show ❤️ dil khush hogya uc nan,0,semeval2020,hi-en
bhai g kia movi bnai ey angrej lahori punjabi love lahor nan,0,semeval2020,hi-en
rahul gandhi ke chele logo ko marn ki bate kah rahe hai shame nan,0,semeval2020,hi-en
ksr hindu pakistan minor hai waha unki halat kya hai ye sabko achh se malum hai,0,semeval2020,hi-en
baar baar din yeh aay baar baar dil yeh gaay tu jiyon hazaaro saal yeh meri hai aarzooooooooooooo h,0,semeval2020,hi-en
thank much least time knew build pr,0,semeval2020,hi-en
tum logo main sy jis ny bi saad ka account suspend krwaya hy sy saad ko frk ni prna ghanta frk ni prna ku ky tum logo ki nan,0,semeval2020,hi-en
jana welcom enjoy week nan,0,semeval2020,hi-en
agar aap pakistan elect ladt zarur jeet jatay lekin bharat desh drohiyon k liy koi jag,0,semeval2020,hi-en
mshra chhori kara yaar vais english languag kisi ne thopa nahi hai ye aapk,0,semeval2020,hi-en
rajasthan hindu ladki se rape usk bad usko mar diya gya polic ne koi karwayi nhi ki kyonki wo log muslim th,0,semeval2020,hi-en
go abl handl wait next one ganna good nan,0,semeval2020,hi-en
bol ais rhe h jais spoke person nhi bhejnh news channel hi band ho jayega maidan chhor,0,semeval2020,hi-en
sirf nota hi kyun yahaan vote ko bhi misunderstand kiyaa hain evm machin ne vote kisi ko bhi daalo jaataa ek hi jagah hain nan,0,semeval2020,hi-en
abe chup na chut * ye bh tere ko tere dm main gali de dunga tu srk ke sath kaam kar chu,0,semeval2020,hi-en
alam mo ba na sobrang bless ko u hahahaha like fuck buti na lang dumat ka sa buhay ko ! ! !,0,semeval2020,hi-en
mere samn mt bolo tum boln ke layk rhe nhi ho smje boln ki himmt nhi hoti block kr dete,0,semeval2020,hi-en
sir aap act pein concentr kariy yeh jo ground realiti hai naa uss aap kafi dur hai sirf bharat mata k nan,0,semeval2020,hi-en
hum indian se tu azad ho gay hain per ghazbiat se azadi nahi mili aur na hi milni hai iska sirf aik hi,0,semeval2020,hi-en
tumko izzat raa nahi aati nah 🙄 hum granni ko ignor karn ki bahut tri kar rahe hain lekin tum log inn manhoo ki sha nan,0,semeval2020,hi-en
airport vimlesh ji yeh apna vada nahi nibha rahe pehl kaha ki u purchas land stamp dut,0,semeval2020,hi-en
good ole buy reimburs paypal 🙃,0,semeval2020,hi-en
kitno pe action logi chant jai shree ram crimin karma teach nan,0,semeval2020,hi-en
shine 2001 son never agre apn mann ka khaana hai nahi nahi khaana bilkul mujh par gaya hai 🤦 nan,0,semeval2020,hi-en
et haan mujh bhi abhi aaya tha cancel ola ride heard caller sayin,0,semeval2020,hi-en
congress ka modi sarkar pe bada hamla 50 netao ne price badhn pe tweet kiy 10 hazar rts khay ho gaya masla hal htt nan,0,semeval2020,hi-en
boondi broke mess thank tip ladi small littl soul sistersmc group awesom nan,0,semeval2020,hi-en
wish happi b'day motiv may god bless rich lot happi bless ... …,0,semeval2020,hi-en
janab baldia town 3 sa 4 time load shead ho rahi h ap kuch krta kew nhi agr ap jawab nhi dia,0,semeval2020,hi-en
dalmatian coast ) croatian kutta hai bada wafadaar ; ) nan,0,semeval2020,hi-en
qom ko jeetn k wqt team k sath nh hona chaiy blke agr kbi team pr mushkil wqt aye tb b team ka hosala brhana chaiy nan,0,semeval2020,hi-en
ohhhh myyi goddd 😰💜💜💜 hope 's true ca n't wait see interact 😍😍😍 ohhh myyi 💕 bighit,0,semeval2020,hi-en
inc inm se kichh bhi nahi hoga rote raho chillat raho kisi ko bhi nyay nahi milega aaz sarka,0,semeval2020,hi-en
love shah sir june start ho geyaa hope aap announc jarur kareng iss month take ur time koi,0,semeval2020,hi-en
agr aj ki izzat ka janaza nikal raha pori pakistan aur intern bhe tu uss ki wajah yeh begai,0,semeval2020,hi-en
teri aukaat dhobi ka kutta na ghar ka na ghat ka pappu abhi natak kar raha hain toh congress ke spoke,0,semeval2020,hi-en
allah meri beti ko khush rakh ❤❤,0,semeval2020,hi-en
patrag khud soch lo ab kyu hara tu kyunki teri mein kide pade hain ab churi bh,0,semeval2020,hi-en
sorri special joke “ hurr durr ” sorceri speak nan,0,semeval2020,hi-en
realli suprb use groww look nice nan,0,semeval2020,hi-en
mayawati ne sp p khatam kar diyaa nan,0,semeval2020,hi-en
lanat hai kuti ke bachi pe ye waqy dabu hai ko dimag mai goli marni chay 😡😡😡 nan,0,semeval2020,hi-en
mamta ko marnek bad bhutni hona hi per ye zinda dakin nan,0,semeval2020,hi-en
m86 handov note meant serv document work done far nau abi nan,0,semeval2020,hi-en
debat hoti hi nahi hai onli one side matter halla bol nan,0,semeval2020,hi-en
siyasat kisi k baap dada ki jageer nhi intehai ghatiya zehniyat ka muzahira realli unexpect nan,0,semeval2020,hi-en
arrey nahi kar raha woh resign band karo usk joot chatna,0,semeval2020,hi-en
arif ind mtlb tu suvar ka bacha h nan,0,semeval2020,hi-en
hinduo ka prathimkta hain ye desh bjp k hisab se nahi voter k hisab se chalega nan,0,semeval2020,hi-en
ham na pahlay bhi shahksi baat kabhi nahi ki pak watan ka hi sath detay hain koi ahsan nah,0,semeval2020,hi-en
modi jee ne kaha tha apn sansad ko ki rashtra ne naam sandesh dene se bach par ek sansad ne baat nahi maani aur g,0,semeval2020,hi-en
14 mdarchodo ka kam hi yahin hain bhadw sale nan,0,semeval2020,hi-en
mehta001 lifelin ❤️❤️❤️ love u mere ustaad g love u jaan ho sadi tuc jaan 😘😘😘 baba g sda tuhanu khush rkhan eho du nan,0,semeval2020,hi-en
haramzada tu tera baap tera khandan zahar tere bjp wale ugalt hai aur asad sahab bar,0,semeval2020,hi-en
vo bhram nahi rahat lekin kuchh gadho ki wajah se saar gadho ko nahi pataa jata unko khoj kar unki nasal todi,0,semeval2020,hi-en
haier tu janab ka side bussi hai main busi famili ka nasha wala namak hai os ko p,0,semeval2020,hi-en
325 ka bunti modi ji hi mumkin hi ji modi ji ka sab ka sath sab k,0,semeval2020,hi-en
maharashtra india prais rahul congress hmare baap ki hai toh hum hi presid rheng 😂 . merit nan,0,semeval2020,hi-en
voic america ko band keya jae sara propaganda yahi kr raha hi nan,0,semeval2020,hi-en
congratul jeet appki mubarak ho,0,semeval2020,hi-en
teri maa ran hai madhar ch mull ki najayaj baki tu samjh hi gaya hoga nan,0,semeval2020,hi-en
wese aap toh full pat gali se nikal liy elect result ke bad ab toh media pe bhi,0,semeval2020,hi-en
eid arhi hai r har ik kar milna hoga r eid ki yyari krni hogi 😞😞😔😔,0,semeval2020,hi-en
congress usi din amethi haar gyi jab usn ek aisi mahila ko campaign ka leader bnaya tha jise bharat k poor,0,semeval2020,hi-en
shab e qadar mubarak muslim rememb prayer may allah bless & protect evil eye nan,0,semeval2020,hi-en
sir modi ji apko bharat ka pm chune jane par bahut bahut badhai sir poonam verma aapko ye batana,0,semeval2020,hi-en
tum jcb jcb krte rh jaog uski khudai koi kr dega jcbkikhudai jcb nan,0,semeval2020,hi-en
wo sub kutti agay hain bhonkni jin ki walda ne kabhi unki baap ka unko nahi bataya apn agey apn sh,0,semeval2020,hi-en
makeup pe kyu comment krta hai mulla tm khud itn gire ho ki jo utn uthan jay ush,0,semeval2020,hi-en
app hindustanki birangana hai kourav ki pradhan senapotiko hara diya appko bahut bahut badhai detahu,0,semeval2020,hi-en
peersaeen tum kya jano ladlay babumeri bongyaan high level ki hotii haintum nahi smjho geapn ittuuu chot,0,semeval2020,hi-en
gadh bahut hain magar tum se gadha koi nahi ! 😩 sab log apni kamai khud kart hai-yeh pais subsid,0,semeval2020,hi-en
dahil may special end sisimulan ko ulit top love authornim,0,semeval2020,hi-en
sir yahan pe hindu aur muslim ki baat nahi haiinsaaniyat mar gayi hai logon mein ais,0,semeval2020,hi-en
rawan ke anta ke badh ramji ko1000 ling ka stapna kardiya vois hi congr mukt ke badh bjp ka kam aisa hi hosakta nan,0,semeval2020,hi-en
bahut zyaada yaar log kitnay ganday aur zaalim hain doosron ki betiyon ki zindagiyan ujaartay hain,0,semeval2020,hi-en
deodhar today one best speech ji spoke like true statesmen dedic victori p nan,0,semeval2020,hi-en
kaps 24 kya samvida karmi ko mahangai nahi maarti unk nan,0,semeval2020,hi-en
great find gui [ insid ] great time store 🎉,0,semeval2020,hi-en
gazipur k log develop deserv ho nai krte sir apn bahut galat kiya kutt ko ghee nai hajam hota,0,semeval2020,hi-en
rohit sharma apni kamjori ko dur karo left hundr ball kheln jo problem aarahi h usko dur karo nahi k,0,semeval2020,hi-en
3 hi sorri eid packag kay hawali sy filwaqat kisi kism ki updat avail nahi agar ko offer di g,0,semeval2020,hi-en
tujh maar diya next elect bjp ka prachaar kaun karega 😂😂 nan,0,semeval2020,hi-en
hi moment n't let know soon 's time jashn-e-bahaaraa 🎶🌹,0,semeval2020,hi-en
sabhi ko jai shri ram dusri baat hamar desh ke musalmano ko batao ki modi ji aye hai wo bhi allah ki h,0,semeval2020,hi-en
kar har maidaaan fateh bandeya kar har maidaan fateh,0,semeval2020,hi-en
bhai har insaan ki alag seemay hain kaion ke jahan khatam hote ha,0,semeval2020,hi-en
hii sister mene aaj k blog dekh h apk apki ammi kie tbiyt thik nhii hena aap mjhse medicin lalo,0,semeval2020,hi-en
dramebaaz best thing n't care 😂😂 nan,0,semeval2020,hi-en
kasm main laa laini way juti saw anymor tweet ghabrana nahi hai nan,0,semeval2020,hi-en
loud shayad tujh yaad na ho par 903k log bhule nahi hai check kark aaja instagram roadiesrealhero nan,0,semeval2020,hi-en
uff apna pink lip ke shat kutt ki tara bhokna mat ok bhokn nese tum jit nehi jaugi pinkyraftar jitna choro se,0,semeval2020,hi-en
love comedi kapil paji 😍 u nd ginni mam like shin star khuda aap dono ki jodi humesa banay rakh 💑 nan,0,semeval2020,hi-en
aap log apn comment kr ke apsi rista ki khrab kr rhe ho lekin ye rubika madhar ch,0,semeval2020,hi-en
jeet ki dher sari subh kamnay modi ji asha karta hu jistarah desh ki janta ne khas kar bihar ki jant,0,semeval2020,hi-en
jai shree ram jai durga jai na kaali nan,0,semeval2020,hi-en
bhai ne phir jiyra chakna choor kar diya thank u big boss & great even start zero love nan,0,semeval2020,hi-en
isko freedom speech kaht hai wah chacha wah kamaal kha pdhe rss univers kya nan,0,semeval2020,hi-en
congratul pm sir ji apko loksabha elect parchand jeet ki hardik subhkamnay aapk natartav,0,semeval2020,hi-en
shaba khair superman sweet dream shaheer jiii 😘😘😘 nan,0,semeval2020,hi-en
guyz must follow famaayi interact 😇😇 achi bandi 😊 humbl 👍😃 lit tweet 🔥🔥 fb 💯💯 must follow ✅✅ sawab milna ha 😂😂 famaayi nan,0,semeval2020,hi-en
arey kaka ye secular log sirf janta ka murkh bnaa rahe hai nan,0,semeval2020,hi-en
channel great kalank form rajdeep sardesai whi,0,semeval2020,hi-en
himat nhi zalalt qk tax chor tm log khud ho harsm khoro nan,0,semeval2020,hi-en
sai khel gya yaha bhai dono tarf wale kch nai bol skti ab nan,0,semeval2020,hi-en
wah wah 😍😍 happi birthday bahiya meri birthday par b apn asa wish karna h mention wa,0,semeval2020,hi-en
ka ho gya tumko tabiyat thik ba na bahan ka ho gya bhauji ko k,0,semeval2020,hi-en
sir orbit hold ath bhi aa jayega nan,0,semeval2020,hi-en
gd nyt papa ji plz bless us come dream forgiv 🙏 pure pariwar ka vishwa bnay rkhna,0,semeval2020,hi-en
ye templ aur ism jo paisa h ye kya tumhara baap rakh kr gya h whi n't give money p,0,semeval2020,hi-en
mam ji good even ji mam ji aap ki jo yay pick hay us may kish kish ki tarif ki jay ak thoo aap k,0,semeval2020,hi-en
mani tabah barbad farmay jo pakistan k khilaaf hai nan,0,semeval2020,hi-en
sir west indi jeet chuki h world cup nan,0,semeval2020,hi-en
shyad insta se shivi ka pic upload wala option hi delet ho gaya nan,0,semeval2020,hi-en
xoxo bade especi us photophobia 😎 nan,0,semeval2020,hi-en
lanat kroenk everi time come mind allah lanat becouf kuteh khombokt das hazaar time nan,0,semeval2020,hi-en
proud favorit power coupl fadu ! ! ! 👏🏼👏🏼👏🏼 go peyt ‼️ go zac ‼️ gobuc ‼️,0,semeval2020,hi-en
ha ha ha bapu zinda ho gay,0,semeval2020,hi-en
good morn req sir muslem veri importan festiv eidul fithru ramzan june 5 th ane one,0,semeval2020,hi-en
choron ke beham ka koi ilaaz nahin hai jais khud chorian kart rahe vais hi dusron ke baar mein,0,semeval2020,hi-en
afridik world cup tum kabhi bhi hums jite nahi kah rahe ho ki se nahi dart nan,0,semeval2020,hi-en
kanani2411 mum share ger aam ka aachaar ki recipe aunti ohhhh dear mom year watch ekta kapoor k nan,0,semeval2020,hi-en
ye basti itikaf ki logon ko allah wala bnati hai allah sy dosti ka raaz sikhati hai mqiitikafday6 nan,0,semeval2020,hi-en
mam next bollywood project aaps jyada beauti koi nahi hai filmi wood mein nan,0,semeval2020,hi-en
soul ye salman logo ka phir chu ya katega bc sala trailer aur gaan khi se bhi period drama nhi lag rahi h nan,0,semeval2020,hi-en
bhaijaan ki blockbust film bharat bharatwithfamili nan,0,semeval2020,hi-en
choic kuch bhi samajh nhi aaya tumh english seekh le thodi nan,0,semeval2020,hi-en
yar madarchod koi aur joke nahi milti tum jese chutiya logon ko lun kha,0,semeval2020,hi-en
yogendrayadav good morn sir kabhi delhi ghumti ho aap .. ? karti ho modi pm - modi pm nan,0,semeval2020,hi-en
knjri k bacho apni mulk ki govt pe bhonkna band kr k pak k aalmi sazishon k bari awaam ko btao,0,semeval2020,hi-en
aap ek show kart espn / starsport par bahut accha lagta tha uttam starr ka comment hai aapmein 🙂 nan,0,semeval2020,hi-en
jet lag truli taeil song ever skip song nan,0,semeval2020,hi-en
pakistan kutta nahi ho sktakutt waf,0,semeval2020,hi-en
hume alreadi improv ottawa 's byward market 's,0,semeval2020,hi-en
muslim muslim secular samjha beta like hindus hindutva nan,0,semeval2020,hi-en
congress nai koi desh hit mai kaam nahi kiya sirf desh ko bata hai usko galiya hi padni hai tujh jaisay log jo,0,semeval2020,hi-en
lsrk mere liy 1 emoji 😚 meri zindagi 😍 sabki jaan 🔥 good look 💔 dukhi aatma 😏 attitud 😙 mehfil ki jaan 😡 matlabi 👀 flirti 🌹 ca nan,0,semeval2020,hi-en
ind yeh aapki soch hai swayam ji wais aap ki aur aap ki soch main zyada farak nahi lag r,0,semeval2020,hi-en
bharat apki news ki present bahut hi poor hai news ko ais bolt hai ki irrit hoti hai au,0,semeval2020,hi-en
thankyou much rinki ! 💗💗😢😢 rinki itta emot kardia tumn mujh ! 😢😢😢💖💖💖 love ! 😢😢💗🤗,0,semeval2020,hi-en
bhakto ko naa gdp se fark padta hai naa unemploy k high hone se naa educ minist ki fake degre se q nan,0,semeval2020,hi-en
donnut aww sweet uwu bring sth anyway kdkxdk nan,0,semeval2020,hi-en
heart hosakta hai coz recent dono shoot v kr rhe may v survanshi ke,0,semeval2020,hi-en
thank nrusingh donat blood mahanta capit hospit bhubaneswar keonjhar 14-03-2019 friends2support nan,0,semeval2020,hi-en
england k pori seri mein hari sohail ko drop kar k world cup mein ye surpris diyaa nan,0,semeval2020,hi-en
one serious movi aur wo 5 masterpiec banana bohot door ki baat hai 😂 nan,0,semeval2020,hi-en
buler agre 💯 ! well ok agre mentor near futur hat like realli take someon special nan,0,semeval2020,hi-en
0 shout 👇 ladi 0 veri nice interact posit aik dum mast tweet kerti hay definit nan,0,semeval2020,hi-en
true expect low noth 's gon na chang koi badlao nehi hoga,0,semeval2020,hi-en
zulkifl haaaawww ap ne mje itna gaya guzra samajh lia univers mey perha rai hu 3 cours hen time,0,semeval2020,hi-en
gandha union band karo union acha se jada bura kiya jada tar industri ko kharab kiya kuch c,0,semeval2020,hi-en
uppsc18mainspaperout student ko naxalit mat banao bahut tang hai hum phle se paper'out krne wale ko phasi ho c nan,0,semeval2020,hi-en
white parent go engag go tell friend invit brown parent jab tak shadi na hojy k,0,semeval2020,hi-en
sir first aap ko badhayi deta hoon jo aap wapa jeet ki aya umme hai ki aap 130 cror logon,0,semeval2020,hi-en
mid thirti shadi krna think advantag offer krta hai guest khud interest rhte hai bride groom ko zyda pareshan nhe krte nan,0,semeval2020,hi-en
humbl chosen subject show sangharsh se shikar tak 🙏 talk myjourney far nan,0,semeval2020,hi-en
surya love u sir 🥰🥰 right way shame anti-n scum wagal u r ask,0,semeval2020,hi-en
thank n't waltz jnu earn work hard like shal,0,semeval2020,hi-en
hassan bhai ap say kaho ga jeet ki lghan nazar atii hai fight kro larai nazar ani chye ham apko hamesh,0,semeval2020,hi-en
pranam sir proud 🙏,0,semeval2020,hi-en
alway ok friend someth someon els exact thing probl,0,semeval2020,hi-en
best hai wais b roz sham ko sirf anchor ki beizatyan khate the5 saal tk kisi b spokesp,0,semeval2020,hi-en
sir ye batiy apk phone 10 sec sale ho jate h flipkart se lakin market avail hote wo bhi,0,semeval2020,hi-en
se alon sex kisi ko bataana mat n't worri koi mujhp yakeen bhi nai karega 😂😂 nan,0,semeval2020,hi-en
leav polit abhi ye nautanki band karo mard bano ya chudiya pehan lo nan,0,semeval2020,hi-en
mderchod bharty sainik likhta h hrami aulad hindu hogya bs desh bhakt ho gaya kisi bhi gali teri may,0,semeval2020,hi-en
whole wide world reason everi singl day keni even everyth wrong life look,0,semeval2020,hi-en
satik jawab kuchh logo ko lagta hai ki wo islam ke thekedar hai khud ke gireban nahi zaankt,0,semeval2020,hi-en
ustad ghulam nabi unar qalb band hone ki waja se foat jnaza namaz kal usto bhale dino abad ada ki jaegiunar nan,0,semeval2020,hi-en
news24 ish kutt ko juto se maro nan,0,semeval2020,hi-en
pakistan ke captain ki statement sach saabit ho rhi h pehla hi match buri tarah se haar gyi shi kha tha sarfaraj,0,semeval2020,hi-en
pleas remov love coz win 😷😷 pleas aap kucch,0,semeval2020,hi-en
agr pdha likha insan bhi smaj bdlav ni la skta uska pdha likha anphad hone ke brabar h rght nan,0,semeval2020,hi-en
mamta sun jai shree ram bola aur tuje tweet bhi kiya meri chamdi ukhad lo okay jai shree ram,0,semeval2020,hi-en
rose3 ok pean alright buddi nan,0,semeval2020,hi-en
nhi g ham ap ki trha nhi ptwari ki olad ham pakistani aur pakistan sy pyar krti h,0,semeval2020,hi-en
ground volunt ko saath lekar chalo unki bhi suno vo ground par hey unh hi pata h,0,semeval2020,hi-en
sing togeth ? ? ? mauqa mauqa mauqaa mauqaaa indvnz nan,0,semeval2020,hi-en
ye naya bharat hai ek jhuth tum log hazaar baar bol loge bhi wo sach nahi hoga nobodi ab,0,semeval2020,hi-en
hiertiest congratul u sir ji nd yr new team india 2 u r real hero era w,0,semeval2020,hi-en
abhi bhi chanc 2 best player england ajinkya rahan yuvraj ajinkya k pass achi bat field format,0,semeval2020,hi-en
thank ji narendra modi ji aap aap apn rashtrapita ko nahin jo sab kar sakta hai apn apn,0,semeval2020,hi-en
realli feel osmmm rept vdeo mani time proud indian god bless apn bacho ko apni languag aur cu nan,0,semeval2020,hi-en
narendra modi today big day shapath grahan samaroh modi ji new get way new india prepar,0,semeval2020,hi-en
nahi manti elect bjp ki jeet ko nahi manti modi ko desh ka pm evm hera feri kar k jeet hasil,0,semeval2020,hi-en
made duaa someth n't get life get afterlif yeah would lov nan,0,semeval2020,hi-en
happi birthday sir babu bhaiya 🤗,0,semeval2020,hi-en
proud prove hold respons prestigi post foreign,0,semeval2020,hi-en
slap marn ka kaam koi ghatiya insan hi kr sakta hai ais log free hote hai koi kaam nahi hai ink paa,0,semeval2020,hi-en
danger tobacco bhagwan sree ram aapko sad buddhi de jai shree ram take th,0,semeval2020,hi-en
social media far less complic guy around kabhi kabhi apn se choto se bhi seekhn ko milta hai nan,0,semeval2020,hi-en
meanwhil bjp head quarter jeet ke 3 din hogay isko manusmr nahi bheja kya nahi sir ab tak manifesto pad nan,0,semeval2020,hi-en
eyad96 happiest birthday u eyaad 😻🥳🥳🕺🏽 may ur dream come true enjoy ur day 💕😻 nan,0,semeval2020,hi-en
indian muslim ki popul kachra jyada ho gaya kam karna vo kar rahe jo hindu ko,0,semeval2020,hi-en
🌹 good morn rockstar papa ji 🌹 🌵 plz bless sewa sumiran parmarth ka bal 💪 bakh nan,0,semeval2020,hi-en
sharib ek ladka hoke realli like way u r readi believ everi stori wah dusri side ki,0,semeval2020,hi-en
gita padhi hoti ye nobat hi ni aati kais log hai hindu ho ke gita ni padht au,0,semeval2020,hi-en
