uid,text,label,split
13208,hello nadir bhai love india yar aapka mai fan ho gya u love u much nan,2.0,train
13209,great win namoagain peopl india unterstand capabl pm desh ab trakki ki rah pe gya hai ha,2.0,train
13210,chup saal bhagt ki aulad rss ki nazayz aulad haram khor abhi ka hai samjha,0.0,train
13212,wallpa 💙 babyboy 💙 fondo en color azul de aristemo fondo wallpap blue joaqu í nbondoni aristemo tu pat nan,1.0,train
13213,agar adjast nahi hota ham log pakistan chale jate hmare purwajo ne hin,0.0,train
13215,@ @ papaji92531904 27 feb ko bhi 12 jahazo ka jhund aya tha sirf 2 jf 17 ne maa chood di pori india ki heheheheh gayhind whattttttttttt nan,0.0,train
13216,100k ha healthi raheng modi se achha koe nhi hai yogi ji des nhi chla sakt amit shah achha hai nan,1.0,train
13217,ye jyadatar anti-modi log anti-n kyun hote hai fir bola pakistan chale jaao toh offend ho jaat hai nan,0.0,train
13221,uk shame smart alec brexit told public clear meant brexit b,1.0,train
13222,mangifera libtard ko jalt dekhn k liy koi bhi bahana ho sahi hai wais tumhar pakistan imran khan bhikhari ho gaya hai 😂😂😂 nan,0.0,train
13223,well done armi chief ! ! 👍 two armi offic punish leak sensit inform state enemi brig nan,1.0,train
13224,konsa phal mehanga hai aap mujhah aik ka naam batayain,1.0,train
13225,flawzz sampl dala hai majak udaya gaya nahi dalni full video isliy 😂😂😂 nan,2.0,train
13226,yes yes lungi without underwear 🙏👍😏 nan,1.0,train
13227,chutiy modi ki chaat-chaatk tu idhar tak pohoch gaya saal sex-chang surgeri wale unemploy ladk nan,0.0,train
13231,mpapjoin ab nahi chaleg nan,1.0,train
13233,onli one week wait bhaijan fan salman khan 's alway readi introduc new comer one biggest hit await # … nan,2.0,train
13234,jai shree ram har har mahdev amit shah home minist aa gaya hai jara vo bangal ki file,2.0,train
13236,gazi fikra mat kar gaji baar tumh yaha per mandir jarur najar aayega ye tu hinduo ko kafir b,0.0,train
13237,chdri book first semest honest still love book ☺️ nan,2.0,train
13239,bjp ki jeet ki wajah sirf yahi thi ke opposit aur musalmano ke rehnuma musalmano fail hue call,0.0,train
13240,bea isk zimmedar wo harami maulana aur algaowadi neta h jo apn bacchon ko foreign mein p,0.0,train
13241,ye bjp cell 3 congress wale kya kar rhe h 🤔 kahin ye ek hi naami parivar ke toh nhi h teeno 😌 nan,0.0,train
13242,media wale agar congress se kadak sawal karl woh bjp ke dalal kehlat hai au,0.0,train
13244,ensid good morn pyar logo nan,2.0,train
13245,teri buddh crimin ka thik se khada vi nahi hota,0.0,train
13246,amethi bjp leader ki hatya ka atal sena ninda karti hai bjp evm atal sena ke ksrykataon ki surakchha ki responsib nan,2.0,train
13248,evm ke khilaaf ab shashtra andolan ke siwai aur koi chara nahi 85 % moolwasiy,1.0,train
13249,agr nawaz shareef chor ni tha allah usko surkharoo kri aur agr chor tha ay allah usi nishan e ibrat bna da nan,1.0,train
13250,part1-vot ke din kitn hain chan bhar bhi nahi jo jina parega wohi jindagi age badht hue peech chaln lagi,1.0,train
13253,sharma chal koi na ye gungun notif se pareshaan ho jayegi ab 😂😂 chat mat kar yaha nan,1.0,train
13254,twt love suga thank hard work ... ! ! ! alway support bts forev 🙏🙏🙏💜💜🐱🐱🐱 rest lill meow nan,1.0,train
13255,rana bandri jhoot bol bol teri shakal sour jesi ho gae baghairat admi tere mian kanjar ne tex k paison,1.0,train
13259,yeah think latest spineless bootlick fact comic tv show namo world,0.0,train
13260,bideshi media ko kharidn ki aukat nahi aur taqut nahi onli jyadatar indian media pichwara chatn mahir hai,0.0,train
13262,mere bhai yah shariyath tho pahel se hi india may sirf muslim ke liyah hai aur rahegi inshallah,2.0,train
13263,virat - aapn kitn world cup jite hai queen elizabeth 2- jitni aapki ipl trophi 🏆 silenc viratkohliwithqueen queen nan,1.0,train
13265,tejasswiprakash mishaan r togeth montag,1.0,train
13267,shame word unknown n't even say shame lanat hai aap k mounh per wesey,0.0,train
13268,“ jai shree ram ” . ramlala ham aayeng mandir wahi banayeng nan,1.0,train
13272,india amalfiyatchweek meri jcb kismat hai lkin itni buri bhi nhi ki tum muje yatch pe na lejao 😂 nan,0.0,train
13275,oehl kya jhand gaad rakh hain jait ne note-bandi fail gst fail toh uss dobara vitt mantri kyon banaaya jaay nan,0.0,train
13277,bin pend ka lota tere jais aadmi ko hi bolt hain bhagod saal smuggl kar ka,0.0,train
13278,loooool aur bc duniya mei ek desh hai jism liber hona gaali hai nan,0.0,train
13280,sir jo siyasi daku jais nawaz shareef zardari enko ais tareek pe tareek deke chor dete k,0.0,train
13281,ye modi ke chamch sudhreng nhi modi agar zehar bhi dega ye kaheng aapn bhi daru pilayi thi ye,0.0,train
13282,salar baitanai siab shetaan sift,1.0,train
13285,bahut sunder saraahniya prashansaniya tatha abhinandniya prerak avismarniya vyaktitva ho aapko anant mangalmayi sub,2.0,train
13288,72 ap k liy jo bhi kahun km hai 🙈 thank alway hardship ❤ better know deal,2.0,train
13289,va promo scene kab ayegi shadhi shadhi 🤔 nan,1.0,train
13290,one island greatest sport success talk celebr enough history-ma,2.0,train
13291,kpyadav bjp kp bhaiya zanta ko aaps bhut umme h aap h ki aap kam karog orr modi ji k visva,2.0,train
13293,royal bhargav1 sale kasai hadi narad tere jaiso ne hi desh ki phle aisi tesi ki hinduo ko aap bhida kar,0.0,train
13294,say h alpha say rjrsva alpha bhagawan alpha targi alpha blasphemi nan,0.0,train
13295,humor ye behn ka loda shahid afridi ko janta hoga jo ki iska abba h gautam gambhir ko kyu janega nan,0.0,train
13296,,1.0,train
13297,easi way video releas world wide 3.8.2019 get new album ithaca sonymus theorchard spotifi nan,1.0,train
13299,khud ko oversmart smjhti h ye ladki dusron p bolti h khud ko nae dekhti 'm sure,0.0,train
13300,good morn jay mali samaj nan,1.0,train
13301,hindu devi - devtaon ka apman sadhu - santo ko jail hindu tyoharo pr ban mandiro pr aakram nan,0.0,train
13306,16 pak nahi khelta kia matlab cricket ki waja sy pakistan sy footbal khtm hota ja rha,1.0,train
13307,ondisa mose,1.0,train
13308,rohatgi mp kaa baat dire,1.0,train
13310,dhongacharyeji modiji ko news channel valo ne nhi desh ki rastravadi janta ne jitaya hai vikash ki jit hui hai de,2.0,train
13314,larki relationship congrat dokha 🌚 nan,0.0,train
13316,tumh ume na h na hogi na honi chiy vote b ni di apni pyari coungress ko di h vote ume uns hogi na nan,0.0,train
13319,mla bjp k hain mayor bjp k hain nahi mp bhi bjp k koi bhi dhayan nahi deta pls look nan,0.0,train
13322,best eye fir man nan,1.0,train
13323,time cricbuzz ne mashraf mortaza ko loos skipper likh diya tha 😂 inh bhi believ nhi ho rha 😂 nan,0.0,train
13324,n koi shonk nahin lekin aaj se roj likhunga jai shri ram radhey radhey jai shri r,2.0,train
13326,boi woho sir great osm movi nan,2.0,train
13327,mk ngk impress act realli bold perfect charact vanathi song anba nan,2.0,train
13329,bhai kashmir se hi shuruwat kar diy hai jai shri ram nan,2.0,train
13330,gopal kya betuka statement bhaiya apka akhir mp c,1.0,train
13331,badhai badhai badhai ji haan uniqu thank 🙏 good morn 👏 happi thursday 💙 happi 🍇 peacef,2.0,train
13332,khalid h muzhab ke nam per muslmano nafrat phelana band karo ye ibli ka kam mazhab konsa sahih konsa gha,0.0,train
13333,biggest idiot india ever seen dukan band kar aur sarak le futiy vote chaiy ga u ko nan,0.0,train
13334,isko lekar andolan suru kare good time connect youth form new cong,2.0,train
13337,love u anil sir n anupam sir hameshan regard sanjeev sharma karnal haryana nan,2.0,train
13339,kaka god se nich utaro na 😣 modi ji ki swear ceremoni dekhn jaana hai,2.0,train
13340,kuch bhi bolo proud nice pic deer ke msg ke wajah se block waali chudaap aur bachhon waali harkat nhi ki 🤣🤣🤣🤣 nan,0.0,train
13342,hoooo boy usofa special,1.0,train
13343,agar midiya kutta tu ko nahi dekhenga kiyo ke ush rss aur bjp bahit piyar,1.0,train
13344,tum log hindustan ki bheek ho tum logo ka futur imran khan ki gas pr tika tha jo ki usk p,0.0,train
13346,heartiest greet congratul chowkidar imandar modi ji latest achiev may god bless sir nan,2.0,train
13347,faiz kutt sirf tere buddh ko hi pucheng gutt call pc plastic liter,0.0,train
13348,left ke karyakata ab youtub facebook par apna media channel banakar apn hi media karmi ko gaali,0.0,train
13349,meena sing tu kuch shrm kr bagwan ko bich mat la tujh jesi log hindu muslim ko lad,2.0,train
13352,bad reali bad 15 kill model town peopl human fact butcher lanti log nan,0.0,train
13353,tum tu whore ho lifaf khud leti ho bkti dosron ko kuttiya humn tujh ko banga dekha hai ussko nhi,0.0,train
13354,bilkul sehmat hain rss aur bjp ke stand se nan,1.0,train
13357,aapko bahut bahut badhayi aapki beti k achch mark aan k liy mehanti papa ki mehanti beti aur,2.0,train
13358,ap logow pe aj kal ho aram ka dallar band ya jo pakhtun k tabahe pe ap logow ko miltey tey ptm,1.0,train
13359,- late loos lot shit haha still one nigga say “ ok kinda ” nan,1.0,train
13360,mith madam ko itni samajh kahan hogi type nonsens base fake news 😋 nan,0.0,train
13361,rose fact know smell mean rich rich man deven know wah name much less smell 🤦🏾‍♀️ nan,1.0,train
13362,sir jo gayi kal naroda hua naroda ke mla balaram thavani ne jo aek mahila ko bich rast par tamac,0.0,train
13365,wahaa bhi achha act tha check movi good time nan,2.0,train
13366,nation jo muslman iss suar ke chhakkar padega kebal barbaad hoga sala naya jinna banega bhol,0.0,train
13374,pehl apni photo laga le fir dusro ko gyaan dena aur haan context samajh ke jawaa,1.0,train
13377,yeh chutiya nikla fake hype ke liy itna drama chakki hi karwa sakta hai 😂,0.0,train
13378,team select taik nahi captain bhi 2 takk ka nahi player saar relo katt hafez imad shadab geniu,0.0,train
13379,iss bhagoray lante kutta shahbaz sharif say bolo k lun bayan bazi bandh kr wapa pakistan lootta howa paisa wapa kr nan,0.0,train
13384,koi kejriw ne bhi 67 seat laker bjp ko sbut diya tha tb tu nhi bola vo iitian h pdha likh,0.0,train
13385,bahut jaldi ankh khuli aap logo ki na tv pe jakar debut hindu muslim polar ka,1.0,train
13386,inc 2002 k bad jab 2014 tak sab tv channel modi ki koi b news ni fikhat naa un k interview,0.0,train
13387,'m sorri woh mujh se inshaallah mein typo ho gaya tha edit ka option nhi hai iss liy aga,2.0,train
13388,salmaniaaaa roarrrrrrr onli 15 day left biggest blockbust year bharat let 's count day thend sti nan,1.0,train
13389,stupid idiot congress ko hi suicid karneki jarurat mamta ko bhi nan,1.0,train
13390,rhmed congress parti ne issliy aap ke samuday ko pichada hua rakhha itn saalo,1.0,train
13391,kewal rjd hi nahi sare pratipakshi ko yedi majbut hona hai jativad tatha parivad bad se alag chalna hoga varna,0.0,train
13393,congress support rememb maukamauka ad star sport cricket world cup keep cracker,2.0,train
13395,guruji ki sena karegi sabka beda paar 👌 gaurishankarnamo namoagain film india fridaymotiv,0.0,train
13396,pagol kuut ke samn roti dalna sahi nahi hai yeh sholay thakur saab bolk gey logbog 50 saal p,2.0,train
13399,ye baap hai ye saanp hai ye apn parti ka paap hai inko pade jhaap hai ab aaplog samajdar hai kon kis pic ko deno,0.0,train
13401,delhi mein aegi bjp hi ab janta ye last ki lollipop khjli wal ke hi muh pe wapi fenk ke maregi nan,0.0,train
13403,madam aj ke yuwa ne jab pakoda taln wali sarkar ko chuna hai tarah ki cheezen hongi hi,0.0,train
13404,jai hind keep swachch bharat abhiyan nan,2.0,train
13405,hehe welcom leela ❤️❤️ book fair bring lot memori mn 😢😔✊ nan,2.0,train
13408,lg786 * send love karan instead kiran *,1.0,train
13410,khan hamar muslim dharm jitni ourat ki izzat hai utna kisi dharm nahi hai apn modi j,2.0,train
13417,aik aur azeem rehnuma jo kehtey hain k mr jaunga mgr hyderabad main univers nhi bnney dunga rehnuma ka ye level nan,0.0,train
13419,tu sun main ni teri bahan jarur hogi ar baar dancer buri n,2.0,train
13421,hindu jagruti ke bina kuch bhi sambhav nahi inka muqabla tabhi ho sakta,1.0,train
13423,sunni deol han raaj han ravi kishen jais log mp ban gay wah modi ji wah kya develop hai kher sahab,0.0,train
13426,pichal 10 din 4 mob linch shanti dooto ne ki sab hindu mar hi gay per news nahi bana al takiya ke tahat,0.0,train
13427,launda serious hai best moment show come tweep let 's look epic web seri,2.0,train
13428,itn imaandar log k sath aagay aapdesh ko 2011 anshan dikhakar aur anna hazar,1.0,train
13430,great thought ur ur true leader nation parti leader r fake front u salut u sirje nan,2.0,train
13431,desh se pyar karn ka ye matlab nahi ki desh pal rahi,0.0,train
13432,,1.0,train
13434,ye jitn bhi congress ke neta hain haram ka maal kha kha kar inki buddhi kharab ho gai hai ins modi ji ki,0.0,train
13435,aaron finch ki wapsi jais india modi ki ek josh agya hai australia akstar nan,2.0,train
13437,america ne ek trf iran dosti tudwadi aur ab hums import krne ko b tayar nhi dotarfa mar pad rhi h,2.0,train
13438,sudden lyric bhulleya came mind 😭❤ underr song dil hy parinda asmaan ko maa,1.0,train
13441,janti nahi ho tou rate minus hona chahey tha ? 😂 nan,1.0,train
13444,dj rock 😂😂😂😂🖕🖕🖕 meri darl itna mat karwaya karo ki apn ap ko hinjdd se mard samjhn lago mahol ka kyun l,0.0,train
13445,pakistan high commission india nahi hai kya wo iftar nahi rakheg kya aur ye protocol hai un,1.0,train
13447,maryam khud dekho tum logo ne pakistan pr kitna zulam kiya tha kr rhi ho kuch sh,0.0,train
13449,help minor sir sab khushi se jina chaht hai sir hamar bharat ko abaad karo sir islaam ka saa,2.0,train
13450,लुटियन्स के love day लग गये 😂😂😂 amitshah गृहमंत्री modiswearingin modicabinet live modi cabinet portfolio अमि…,2.0,train
13451,method alway posit medit papa aap sath rh kr hume hamesha posit hi rkhna secretofposit ht nan,2.0,train
13453,elementari day areeee soo color nan,2.0,train
13454,hahahahaha uss kaho jake tel leke aye take u ko tahl saku pakorey ki tarah 😂🤪😱😜🤣 nan,0.0,train
13459,lastchanc p á jo ty zd ěš enti ů j vzor 🤔 nan,1.0,train
13460,amit bhai aapko bhut bhut badhai aur subhkamnay youtub par 15 milion subscrib hone par aap ese hi tarakki krt,2.0,train
13461,sureshbabu 's plan work well falaknumada,1.0,train
13462,insan kab mehmaan ban k jaan se inkaar karta hai apn mehmano ka qadr karo bjp ka mouthpiec b,1.0,train
13463,agr usko jail na bhejt congress wale gala pkdte ki mod,0.0,train
13465,bahut hi dukh ho raha hai ye kya ho gaya hai kya kanoon ka dar bilku,1.0,train
13466,ditch food world aloo wale yellow chawal boondi ka raita love love love 💕 nan,2.0,train
13469,dega patakh phodega jhaad udayega aur friend fire mein khud ke jawano ko hi khatm karega nan,0.0,train
13472,shukar hai ye pathan nae warna ptm nay pr b wae dramay krnay thay ki harkato ki waja say bht jal,1.0,train
13474,saal jitna safe yaha ho kahi aur jinda bhi nahi rah paog mandir nonvag kha raha,0.0,train
13475,happi birthday 😛🎂 may may nemo 😂 may mani year 🎂🎉 ... happi birthday shah jee 😘 sa,2.0,train
13476,amit shah ji ko home minster ban ne pe bhaut badhai ab hoga naya nan,2.0,train
13479,dichao gaon ka kya 😝 kyu jhut bol rha h wha se tjhe vote nahi milt isiliy tu wha road nahi bnne de rha h nan,0.0,train
13480,saregamapalilchamp bravo musician especi guitarist today hamaari adhuri kahaani well done nan,2.0,train
13481,riyaz actual aap ek sahi way convers nahi kar paati pehl hindu muslim pe boli,0.0,train
13483,tm v morega jyada aatyachaar krna band kro warna bangal se bhar ni aayegi public ko bewkuf samjh,0.0,train
13485,// yah maaf abangku kelepasan ngomongnya ( beneran ga nich nan,1.0,train
13486,gosh wasak poso 😭💔 pero super duper thank kami creat therebelsriv see next seri muah nan,2.0,train
13487,congress k ghotal ki list itn badi hai ki mai mere twitter per likh bhi nahi paonga nan,0.0,train
13488,media ab kyun jaag raha hai keep sleep keep blame congress nehru fine nan,0.0,train
13490,peopl summer like * nahayeng aur jo ni nahata usko nehlayeg 😅 emiway thandai nan,1.0,train
13491,absolut ryt dear bt thing peopl mith ki jal pawah kro gud us,2.0,train
13492,wait 30 year hum hamar sau ensur even like modi yogi fail return power h nan,0.0,train
13496,bus khan sb aap yehi kartay rahan 5 year tak awam ki koi parwa nahi naya pakistan hous,0.0,train
13498,insan happi birthday bai sa ji .🤗🤗🤗💝💝 lord saint dr insan bless max sewa nan,2.0,train
13499,yadav88,1.0,train
13503,dhoni one nicest human aliv wo kuch galat kar hi nahi sakt koi bole bhi believ na karu .😌… nan,2.0,train
13504,koe tension aali baat nahi bhai congress aalyan ke phla e kutt fail ho rhe jjp ki bhi chappal tutgi 😂😂🤣🤣🤣🤣🤣 nan,0.0,train
13505,bhai ap visit karea ge bus aur kuch b ne kra sakt nan,1.0,train
13506,congratul 💐 belov ji take oath pm india 2nd consecut time u r true pm,2.0,train
13508,fb kam dhand kr jcb ke chamch nan,0.0,train
13509,kholi anushka sharma love love 😍😍😍,2.0,train
13510,mufazz sumaya aimim mr,1.0,train
13511,'s realli good decis fawad chaudhri sb molvi croroo rupiya muft ka kha jati hain chand ak,0.0,train
13512,appka dimagh kharab hogyia hay pakistan main rehtay ho pakistan ka khatay ho pakistan main bachay p,0.0,train
13513,plzzz n't spread fke news lko actual wo check ko mana kr rahe iss baat ko leke बहस hue nan,0.0,train
13514,kya yahi islam roja ramjaan ki kahaani ye fake id bata rahi hai kya humaar nabi ke bare ye jo fake id b,0.0,train
13515,jai shree ram jarurat nahi aandolan ki guruji modi h mumkinn h pls trust pm nan,2.0,train
13516,b first second hadh hai progaanda ki isko keht hai bootlick nan,1.0,train
13518,much need bharat mata ki jai hindustan jindawad wand matarm nan,2.0,train
13526,tf peopl still use abbrevi everi word “ wt iz ur prlm ” bc kitna time bachat ho harkaton se nan,0.0,train
13527,juma tul wida mubarak 💞 may last friday ramadan bring peac prosper may prayer v nan,2.0,train
13528,bade aadmi hai warna hamar jais log polic se sikayat kart ye seedh pm sah,1.0,train
13531,sir 1st congratul sir aap ek request h sir ek law lagu kar jism koi bhi person jo gov,2.0,train
13532,dure recent visit varanasi got know famous thaggu ke laddoo ( ठग्गू के लड्डू ) kanpur thank nan,1.0,train
13533,found new diseas call love know contagi caus gave pleas nan,2.0,train
13534,aqel ky roog mar deti hain ishq ky soog mar deti hain admi hud ba hud nahi mertadoseri loog mar deti hain 💕 nan,2.0,train
13536,dhan dhan satguru tera hi aasra love much pita jii ❤❤❤ ... . plzz pita jii seva aur simran jyda se jyda karn,2.0,train
13537,chor bail sirf imandar hi jit payega chor rahul gandhi ko koi valu nayi india n,0.0,train
13538,kbhi bolt ho din aay,1.0,train
13539,asi tabdili ki maa ki chote ye galti humari hai chale naya pakistan k khowab dene ye sub cho,0.0,train
13540,hiii chotu babi cute ! 💘 activ support particip stream alway love,2.0,train
13541,voh sab toh thik h par parti daaru kam ni padnii chahi 🤘😄 happi birthday coach nan,2.0,train
13542,even muslim — ek gaali kia de di log mazhab pe ajat hain bc,0.0,train
13544,wtf kinda bullshit mf busi run soooo piss bc rude af ask need rec,0.0,train
13547,kanter put smile kid face trust priceless,2.0,train
13549,superstarbt offici twitter 1 5m follow thank much alway stay us,2.0,train
13552,lmao whatev make sleep well sha happi birthday unku pineappl 🤣,2.0,train
13553,modiji aapko dusar parva ki bahut bahut shubkamanay aap bharat desh ko bahut unchai tak le j,2.0,train
13554,onc result declar noth gon na happen one chang aur av wahi hoga nan,1.0,train
13558,pti govt ne mashallah bohot chang layi hn pakiatan hamari duwa hn k es tarha hamara mulk taraqi kare allah hama,2.0,train
13561,promo esas bahut achha banaya ja sakata tha veri poor present nan,1.0,train
13562,😍 dino one amaz puppi seen pleasur abl see progress,2.0,train
13563,kid get tat hit man / ur beauti need tat ur face ur beauti love u hj hc love u 💏💏💏💏💏💏💏💏💏💏💏💏💏💓💓💓💓💓💓💓💓…,2.0,train
13564,ldayi achi ki aapn best luck next tym nan,2.0,train
13566,lucki fan mannat king khan deliv box full king fruit - mango direct hand,2.0,train
13568,bie everi time listen modi speech thought alway cross mind “ bc ye rahul kya kha ke muqabla karega modi se ” nan,0.0,train
13569,54 🇵🇰 worri allah pak madad kare ga final mei enhein ko harein gay insh allah nan,0.0,train
13570,hahaha mohsin bhai waqai ihtesham afghan ko block karwana chahta hain nan,0.0,train
13571,happpi muhhhh fuhhh n birthday alreadi know ‘ 🏁 ! safe fun life nan,2.0,train
13574,54 na na na sarfaraz ko hase gaee ke ye goray tu 250 saal pehl hi ameer hoa,1.0,train
13575,kal ka review padh ke man nhi tha dekhna ka kyu ki arsal ko galiya pad rahi thi par lagta hai jiya ko oad rahi hai,1.0,train
13576,sirje wholeheart appreci among intellectu rare henc u r endors new eam feel proud abt u nan,2.0,train
13577,coz first costar alway lucki 🤗 gameov tamil trailer launch,1.0,train
13578,hahahaha wo sari puran pakistan ki baten thai ab naya pakistan un baton ko rafa dafa kren pm ik nan,1.0,train
13579,abey kutt bhonkna band krde mere status pe varna teri maa chod dunga randw nan,0.0,train
13581,ye aankd chodo buddh desh ki janta ne jo aankd dikhay hai uss pet nahi bhara ya apn baap,0.0,train
13583,omg one best food life 👌🏼 forgot name someth like zeresh saffron yoghurt lam,1.0,train
13587,117 dhoklaa b lol life soul,1.0,train
13588,kashyap,1.0,train
13591,without himanta biswa sarma bjp coud n't push citizenship amend bill bjp push nan,1.0,train
13593,cant wait trailer 😍 toofan k saath kheleng hum 🤘 nan,2.0,train
13597,righthand hasan786,1.0,train
13601,world al qud day / diyarbak ı r turkey peopl march show solidar palestinian palistin alqud ksa nan,2.0,train
13602,ye log exitpol 2019 bhi pahl 4bje bad 5pm jabki pta tha ki 6 bje tak matdan hoga bakva chenal h nan,0.0,train
13604,pooja hehe rahul gandhi ki fati hui langot hone se achha hai modi ka chowkidar hona tu bc,0.0,train
13607,happi pride month us krew du moon ❤💛💚💙💜🌈🌈🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈 natur post pictur featurin,2.0,train
13609,hn mereeee bhaiiiii sbsw best fan salman nd msd 😍😍😍😍😎😎 nan,2.0,train
13610,khan sb opposit k jalso pr pabandi lagayei media k pass itna ziyada time hei jo fazool bakwa pr kharch kr rahey hei nan,0.0,train
13612,dola banerje happi birthday mamada banerje jay shree ram ) khali gujarat nahi balki pure desh se nan,2.0,train
13614,sharma1 mere jais singl laundo ka bhi 😭😭🤣 nan,1.0,train
13615,126 din ka dhrani may khttak nay kaha ta na k itna zulam karo jitna pir bardasht kar sako ab bard,0.0,train
13616,rathe fuck polic law nd order ki maa chudi padi h nan,0.0,train
13618,muhammadpti aap ny bhtt axhi taqreer kii realli appreci pehleypakistan nan,2.0,train
13620,enjoy life fullest sir good night rab rakha 🙏🙏 nan,2.0,train
13622,lahorion nay k mun peshab b nai karna ki qismt bus apnay se b kamtar k boot chatna reh gaya nan,0.0,train
13624,funtoosh hahah roz ka kam roz zaleel hote ho 😂😂 bbc dekh le koi bhi western,0.0,train
13625,srishti kya humbl fan ko maa baap ki gaki de raha tha us dinor ab jab song flop jo gaya,0.0,train
13626,aj sir hamari support contin aapki taraf bahti hi rahti hai thank tweet 🙏 nan,1.0,train
13627,sharma hahahahaha bc sonch main dooba hoga aaja sharma laundey scotch 🥃 marega bc 🐷,1.0,train
13629,good morn sir pleas help 9756473273 bhut presan hun nan,1.0,train
13630,benaam sa ye dard thehar kyun nahi jaata jo beet gaya hai woh guzar kyun nahi jaata find day - nida fazli nan,2.0,train
13631,u-turn lene ye kejariw ka bhi baap hai bc 😂😂,0.0,train
13636,ye dekho pichvad ki pedai bhaag khud rha du,0.0,train
13637,maa ki gaali deta h kahta h ladkiyon ki respect karta hoon 🖕🖕🖕🖕 bhaiyo iska karta rahta hai jo maa ko gaali de k,0.0,train
13639,congratul dear prime minist bhagvan se pray karta hu hamar desh ko app jarur age le j,2.0,train
13642,🎩 bjp itna nek kaam tums hi ho payega economist bta rhe h iss gdp 10+ ho jayegi nan,0.0,train
13644,fizakhan worst journalist one find yar matlb itn chutiy koi kais ho skte hain 😂😂😂 khane,0.0,train
13645,good morn piti 💐💐💐 piti plz bless sewa sumiran parmarth 🙏 luv lot piti ♥️♥️♥️ prayerinlotusfeet nan,2.0,train
13646,dust 91 sam ne shibani ko line di hi nahi hope hi nahi di toh vanita kyu jaan legi sure shibani would help nan,1.0,train
13647,new account deactiv previous one soon n't unfollow one becaus pata n,1.0,train
13648,ded peopl unfollow aj raat tk mari huw log nahi chahiyen jo log interact karti gem baqi sab ko unfollow nan,1.0,train
13650,ta k tum loog phr ikathi ho kr terror start kro puri dunya mai musalmanoo pak ka nam badnam kro shame nan,0.0,train
13652,hamar captain shri ko 15k hone ki shubhkamnay umar se nahi budhbak follow se wais umar ab 55 hai nan,2.0,train
13653,sir ji bar dooud ko nipta nirav modi vijay malya sab see kugh nahi hoga ye rat kugh na,0.0,train
13654,gandhi 's congress hinsa per bhasan deta hai karta nahi kar,0.0,train
13655,jitao modi obc walo ab tumh samsh aayega nan,0.0,train
13658,worldvictorioussaint duniya ke sabhi mashhoor bhavishaywaktaao ki bhavishaywani taaranhar parm saint rampal ji maharaj ji nan,1.0,train
13659,mukhya mantri ji pani ke liy bahut pareshan mein peh 05-jun baar complaint kar chuka hu ek din ke liy hota,1.0,train
13660,🦁🙏🏻 respect narendra modi ji congratul modi sharkar ✌🏻👏🏻👏🏻👏🏻 nan,2.0,train
13661,poem world cup 2019 victori india hokar rahega,1.0,train
13662,awww love much 💕😘,2.0,train
13664,cnbcawaaz awaaz nice inform nan,1.0,train
13666,behen aapki nazar main ek ancient book 460 odd page ki padhkar interpret karna worth respect,0.0,train
13667,ye asa hi ho raha pesi kamani k chakr ye log masoom bacho ki zingio se khail rahi nan,0.0,train
13668,insan dhan dhan satguru tera hi aasra bahi ji pita ji bless u nan,2.0,train
13669,dfm team pakistan ye umid nahi thi 105-10 106 ka target pakvwi nan,1.0,train
13670,pnr 2162845873 modi teri nayi train ka kaisa h ye hal leti hai wait bahut pr krti nh,0.0,train
13674,mullon ka yahi problem hai see countri islam onesthey hate countri live,0.0,train
13675,evmhack without proof leader evm pe jhut bol rhe ec chup kyu hai koi action kyu ni leta hmlog voter,0.0,train
13676,hi vindu may india alreadi hindu / indic / dharmic * nation * . debat around charact nan,1.0,train
13677,meri laptop pe qabza ho chuka hy ab match kesi dekho ga ucl ka final nan,1.0,train
13679,khuda ki maar abi ana shoro hoi h mulk ka pesa lootn wala nawaz sharif ne tu maa k pait se nikaln b curopp,0.0,train
13681,kis chootiya mulk main reh rahay hain everyon buy gun use wherev necessari fuck law fuck poli nan,0.0,train
13684,hate core 'm wrong shadi dono ne pasand kr k ki haina wo andhi nahi hai ad,0.0,train
13686,love admir raj kapoor sahab anyon world mere dadaji keht h ki kais raj sahab,2.0,train
13687,great person tha world shree narendra damodar modi apko bahut bahut badhai aap desh k,2.0,train
13688,bhai delet kr de ye tweet agar ne wish kr diya ************** age nhi likhunga nan,0.0,train
13691,sinngh pakistani doosr countri khud ko indian batat phirt hain lol nan,2.0,train
13692,modi ji ko credit lene ke liy naya mudda mil gaya thank modi ji,2.0,train
13693,sir ye congress wale janta ke swalo ka samna nahi kar sakt tv debat per bhi sirf chillat aur jhut,0.0,train
13699,may recal injur 15 peopl direct fire lea parachinar deni togeth initi nan,0.0,train
13700,mala nan,1.0,train
13702,happiest birthday madam ching mabia - rivera khaleesi hehe muaah sweet word na kay naa nay naga pak,2.0,train
13704,'m realli nalaiq lallu student parhaku student die inkay chonchlay bardasht nahi hotay 😑😑 nan,0.0,train
13705,mere superstar bhai jaan hamar desh mein kuch randwai hai jo srif mob bl,1.0,train
13707,dont like bc mean hua cheng kamina kamina canon - nan,0.0,train
13708,tv debat se sirf logon ke dimag tatti bhari jaati hai journalist bjp ke anchor ban jaat hain,0.0,train
