text,label,source,lang_pair,text_original,noise_level
chahe seat samajh lo ya ink dwara kiy eue ghotal 😀,0,semeval2020,hi-en,chahe seat samajh lo ya ink dwara kiy hue ghotal 😀,medium
receiv time power arre uomen award catlgori burenucraci 28th may dedic award colleagu ar nan,0,semeval2020,hi-en,receiv time power women award categori bureaucraci 28th may dedic award colleagu ar nan,medium
phir hmm bhi dmk jaisi hmm anti hindu parti ko vote kart hai nan,0,semeval2020,hi-en,phir bhi dmk jaisi anti hindu parti ko vote kart hai nan,medium
inta goal achiev karl ism hi bharat ki naiya kuchh paar ho ja yegi ab gods ka jikr nahi karna sachhai kisi ki mohtaj nahi hoti nan,0,semeval2020,hi-en,inta goal achiev karl ism hi bharat ki naiya kuchh paar ho jayegi ab gods ka jikr nahi karna sachhai kisi ki mohtaj nahi hoti nan,medium
insan insan insan1 🎂🎂 happi birthday 🎂🎂 insan1 🎂🍧🍨 sister ji 🎁🍫🍬🎈 papa ji aapko nan,0,semeval2020,hi-en,insan insan insan1 🎂🎂 happi birthday 🎂🎂 insan1 🎂🍧🍨 sister ji 🎁🍫🍬🎈 papa ji aapko nan,medium
hooo ggod pleas tell im fan incred nan,0,semeval2020,hi-en,hooo ggod pleas tell im fan incred nan,medium
nice congratul mam desh aapko rakh aag 😃 nan,0,semeval2020,hi-en,nice congratul mam desh aapko rakh aag 😃 nan,medium
like egg hate banana nan,0,semeval2020,hi-en,like egg hate banana nan,medium
attent godi media 5 sal tak gae gobar hindu muslim 3 talaq etc pe dabat ker ler desh ka kiya bhala kiy,0,semeval2020,hi-en,attent godi media 5 sal tak gae gobar hindu muslim 3 talaq etc pe dabat ker ker desh ka kiya bhala kiy,medium
total understand usual pretti done sona well know,0,semeval2020,hi-en,total understand usual pretti done sona well know,medium
kyu congress aur sp ke spokesperson nahi arah hai polit se cricket agay nan,0,semeval2020,hi-en,kyu congress aur sp ke spokesperson nahi arah hai polit se cricket agay nan,medium
sayad chair jink dil uh acc hote hai unki kismat kharab hoti hai hume kissi se koi shikaayat nahi shaya,0,semeval2020,hi-en,shayad shair jink dil acch hote hai unki kismat kharaab hoti hai hume kissi se koi shikaayat nahi shaya,medium
love continu inspir peopl alway rememb alway f,0,semeval2020,hi-en,love continu inspir peopl alway rememb alway f,medium
khud sharda chitfund ki ghotal ki pramukh waiti hain duaro ko daket bolti hain khud err c,0,semeval2020,hi-en,khud sharda chitfund ki ghotal ki pramukh waiti hain duaro ko daket bolti hain khud c,medium
muslimo ke chatukar tu muslimo ke mude uthata hai delhi dhurav tyagi ko mahr diya gya meerut,0,semeval2020,hi-en,muslimo ke chatukar tu muslimo ke mude uthata hai delhi dhurav tyagi ko maar diya gya meerut,medium
undertstim pover ballpoint pen err matter chai walla street time great level htt nan,0,semeval2020,hi-en,underestim power ballpoint pen matter chai walla street time great level htt nan,medium
tun chuteya hein ki pagal sala teinu kha c na mein phla apti aukaat ch rha kr teri aukaat boot,0,semeval2020,hi-en,tun chuteya hein ki pagal sala teinu kha c na mein phla apni aukaat ch rha kr teri aukaat boot,medium
20 sahl se ram mandiu nahi bana sake aaj west benggal ke pis pade ho dollar 7…,0,semeval2020,hi-en,20 saal se ram mandir nahi bana sake aaj west bengal ke pish pade ho dollar 7…,medium
la wyer tutor sagay actual ask refund tuititn fee un nat,0,semeval2020,hi-en,lawyer tutor sagay actual ask refund tuition fee un nan,medium
mitali ji ye haramkhor lmdna nahi chaha raha tha isko phasa diya gaa ye,0,semeval2020,hi-en,mitali ji ye haramkhor ladna nahi chaha raha tha isko phasa diya gaya ye,medium
hlo god cricket ji apko sabs aada kon se bowler ki pitayi kart huy maza aata tha sachinopensagain nan,0,semeval2020,hi-en,hlo god cricket ji apko sabs ayada kon se bowler ki pitayi kart huy maza aata tha sachinopensagain nan,medium
ca n't wait happacadem workshop still time regist eent fr iday gnurs,0,semeval2020,hi-en,ca n't wait happyacadem workshop still time regist eent friday gnurs,medium
mt pchna ylp twistooo ru bber like 😂 gtd health nan,0,semeval2020,hi-en,mt pchna yup twistooo rubber like 😂 gud health nan,medium
modi ki jeet jasahn manan allah khud aye threatr unonhn modiji ko badhai bhi p,0,semeval2020,hi-en,modi ki jeet jasahn manan allah khud aye threatr unonhn modiji ko badhai bhi p,medium
tailor ki maa ki ankh abbu apni suit ka size dy k aya tha kanjr ne mera bhi meri abbu k size ka seeee diyaa,0,semeval2020,hi-en,tailor ki maa ki ankh abbu apni suit ka size dy k aya tha kanjr ne mera bhi meri abbu k size ka seeee diyaa,medium
moei sir light sinc 1020 pm tilak nagar ( west delhi ) nan,0,semeval2020,hi-en,modi sir light sinc 1020 pm tilak nagar ( west delhi ) nan,medium
dank chopra1 hope recov well best wich,0,semeval2020,hi-en,thank chopra1 hope recov well best wish,medium
dharam pe baha ke alaua ghodi ke paa kuch nahi hai gdp pe gaha karegi sa lari cut kar di,0,semeval2020,hi-en,dharam pe baha ke alawa ghodi ke paa kuch nahi hai gdp pe gaha karegi salari cut kar di,medium
india ke sartaj mr narendramodi hmm ji ko hum sabhi bhartiyon ki taraf se bah ut bahut badhai b,0,semeval2020,hi-en,india ke sartaj mr narendramodi ji ko hum sabhi bhartiyon ki taraf se bahut bahut badhai b,medium
bhaiyya bjp jeet gaye sabhi seat par ab kahe ki khunna bses,0,semeval2020,hi-en,bhaiyya bjp jeet gaye sabhi seat par ab kahe ki khunna bses,medium
jita hitlet v bhai burnol tume chahiy kaam ginat nahi kabhi bjp k cow ka gobar b,0,semeval2020,hi-en,jita hitlet v tha bhai burnol tume chahiy kaam ginat nahi kabhi bjp k cow ka gobar b,medium
jab tak bjp ke talw chatog tab tak congress kya koi nahin dikhega aapko aur kitna jaleel hoge arre sab dal,0,semeval2020,hi-en,jab tak bjp ke talw chatog tab tak congress kya koi nahin dikhega aapko aur kitna jaleel hoge sab dal,medium
ahmd ab modi jihadi like u mujh sikayeg tum log ab bhakt nahi rahe ab tum modi support aah ji,0,semeval2020,hi-en,ahmd ab modi jihadi like u mujh sikhayeg tum log ab bhakt nahi rahe ab tum modi support ji,medium
arushi shine glow bnane wala kamin,0,semeval2020,hi-en,arushi shine glow bnane wala kamin,medium
thank u come live 😘 miss 😭 bhai apn duaa k kaha apka lia har namaz duaa krti hn apka nam la ka r aesa nan umm,0,semeval2020,hi-en,thank u come live 😘 miss 😭 bhai apn duaa k kaha apka lia har namaz duaa krti hn apka nam la ka r aesa nan,medium
lover loool yaahn toh woke ka sawaal hi naheen tum matlub romanc enjoy na karn insaan ko nan aah,0,semeval2020,hi-en,lover loool yaahn toh woke ka sawaal hi nahi tum matlub romanc enjoy na karn insaan ko nan,medium
woke beauti featur thank,0,semeval2020,hi-en,woke beauti featur thank,medium
dekouou good form see got far unfortun time 's nan,0,semeval2020,hi-en,dekoyou good form see got far unfortun time 's nan,medium
sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi,0,semeval2020,hi-en,sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi,medium
chori ki baat kisn ki bjp ne koi congress ki tarah ghotal nahi kiy kal se hi congressi ev,0,semeval2020,hi-en,chori ki baat kisn ki bjp ne koi congress ki tarah ghotal nahi kiy kal se hi congressi ev,medium
canni believ ab excit new car n want 🙂 go fun tell patch 🙂🙂🙂 nan,0,semeval2020,hi-en,canni believ av excit new car n want 🙂 go fun tell patch 🙂🙂🙂 nan,medium
hamari abhi saadi hi nahi hui hami kta hi nai ager mere sath tumari smdi ho jay,0,semeval2020,hi-en,hamari abhi saadi hi nahi hui hame pta hi nahi hai ager mere sath tumari sadi ho jay,medium
bhakton ko lagta hain ki main unki side li hain .🤔 aur uss bhi khatarnak baat ki yeh sab se disagre bhi nahi kar,0,semeval2020,hi-en,bhakton ko lagta hain ki main unki side li hain .🤔 aur uss bhi khatarnak baat ki yeh sab se disagre bhi nahi kar,medium
long rock n roll und ‘ steal love von mando diao ; ‘ matter ( king leon ) ; …,0,semeval2020,hi-en,long rock n roll und ‘ steal love von mando diao ; ‘ matter ( king leon ) ; …,medium
aap sirfsabko yaad dilaiy ek ek flyover se aapn 25 crore 50 crore 75 crore 125 cro,0,semeval2020,hi-en,aap sirfsabko yaad dilaiy ek ek flyover se aapn 25 crore 50 crore 75 crore 125 cro,medium
mla bjp k hain mayor bjp k hain nahi mp bhi bjp k uoi bhi dhayan nahi deta pls look nan,0,semeval2020,hi-en,mla bjp k hain mayor bjp k hain nahi mp bhi bjp k koi bhi dhayan nahi deta pls look nan,medium
hum arre labon se keh na paay un se haal dil kabhi aur wo smjhe nahi ye kha moshi kya cheez hai,0,semeval2020,hi-en,hum labon se keh na paay un se haal dil kabhi aur wo smjhe nahi ye khamoshi kya cheez hai,medium
1 hi tareek de 20 -30 saal baad ki sab khus raheg 1 jana khus rahega ki case chal raha hae 1 jana khus ho,0,semeval2020,hi-en,1 hi tareek de 20 -30 saal baad ki sab khus raheg 1 jana khus rahega ki case chal raha hae 1 jana khus ho,medium
absolut aorrect hon'bl true patriot hinduism dharma ki fighter woman sadhvi madam namo namo jai,0,semeval2020,hi-en,absolut correct hon'bl true patriot hinduism dharma ki fighter woman sadhvi madam namo namo jai,medium
ur love u r lobez one side wala — sunkr uh dukh hua,0,semeval2020,hi-en,ur love u r lovez one side wala — sunkr dukh hua,medium
nahi uh dharam ke adhar per hi desh ka batwara hua tha muslim ko pakistan bangladesh mila aur hinuu si,0,semeval2020,hi-en,nahi dharam ke adhar per hi desh ka batwara hua tha muslim ko pakistan bangladesh mila aur hindu si,medium
jaaz saab ko salo saal ke pend case ko soulrion masa nahi aata * inko public pais month case miljay * nan,0,semeval2020,hi-en,jaaz saab ko salo saal ke pend case ko soultion maza nahi aata * inko public pais month case miljay * nan,medium
kodwa gry gave us thandiw forget natisn man intern tr easur pr otect nan,0,semeval2020,hi-en,kodwa guy gave us thandiw forget nation man intern treasur protect nan,medium
bhai aap ai tarah rok rok kay nahi khel saktey aap jiesey khelt hu wiesey err hee khelo team aar,0,semeval2020,hi-en,bhai aap ai tarah rok rok kay nahi khel saktey aap jiesey khelt hoo wiesey hee khelo team aur,medium
abhi samajh aay thik warna badhao bhaichaara jisk pass chaara tak k pais nahi unk sath,0,semeval2020,hi-en,abhi samajh aay thik warna badhao bhaichaara jisk pass chaara tak k pais nahi unk sath,medium
bc log murder kark bahar ghoom hain govern waalon free uh avadheshdubey nan,0,semeval2020,hi-en,bc log murder kark bahar ghoom hain govern waalon free avadheshdubey nan,medium
welcom new india new pm manaia yasaswi friend wa hamar sabs lokpria bhayi sahab aap ko ua poor deshwa siyon ko j,0,semeval2020,hi-en,welcom new india new pm mannia yasaswi friend wa hamar sabs lokpria bhayi sahab aap ko wa poor deshwasiyon ko j,medium
raja prithiwi raj chauhan galti nahi kartt toh tum paida uh hi nahi hote,0,semeval2020,hi-en,raja prithiwi raj chauhan galti nahi karta toh tum paida hi nahi hote,medium
mere bhaijan ki movi india ke sultan ki movi uharat nan,0,semeval2020,hi-en,mere bhaijan ki movi india ke sultan ki movi bharat nan,medium
views0 mera favourit hn bhartan dhona ghr mei meri duti hy baqi aik bnda handi pakaata hy aur mosra roti,0,semeval2020,hi-en,views0 mera favourit hn bhartan dhona ghr mei meri duti hy baqi aik bnda handi pakaata hy aur dosra roti,medium
anti hindu rnti nation inka bas chale kanahiya ki tar ah ye pakistani hafij ko bhi india ka 1st nagrik b,0,semeval2020,hi-en,anti hindu anti nation inka bas chale kanahiya ki tarah ye pakistani hafij ko bhi india ka 1st nagrik b,medium
modi ji say mera anurodh hai ki manniy jai bhan singh ji pawaiya ko rastriy adyakch ka pad diya jay,0,semeval2020,hi-en,modi ji say mera anurodh hai ki manniy jai bhan singh ji pawaiya ko rastriy adyakch ka pad diya jay,medium
lych ab aat h tmhri baat parkya hatya,0,semeval2020,hi-en,lych ab aat h tmhri baat parkya hatya,medium
son teri bander bhi agr gand mau kr bhag gaya usko bhi yahi boliyo blega kiya nan,0,semeval2020,hi-en,son teri bander bhi agr gand mar kr bhag gaya usko bhi yahi boliyo blega kiya nan,medium
isko chupak rakho bjp ticket na dede isko nan,0,semeval2020,hi-en,isko chupak rakho bjp ticket na dede isko nan,medium
tilkul sahi nirupam kyunki congress ke paa kuch nahi baca ab ja ke boleg bhi kya galiya ? …,0,semeval2020,hi-en,bilkul sahi nirupam kyunki congress ke paa kuch nahi bacha ab ja ke boleg bhi kya galiya ? …,medium
n bengal 40se uh jyada umm bjp worker ki hatya ye hui knha ho mr call patrakar nan,0,semeval2020,hi-en,n bengal 40se jyada bjp worker ki hatya ye hui knha ho mr call patrakar nan,medium
word explain love respect dear keep go blast enjoy day may got whatev nan,0,semeval2020,hi-en,word explain love respect dear keep go blast enjoy day may get whatev nan,medium
sattar ya allah logoon se pakistan ki louts hui dolat bhi hmm hisaab le ameen nan,0,semeval2020,hi-en,sattar ya allah logoon se pakistan ki louti hui dolat ka bhi hisaab le ameen nan,medium
kamal sir app bari admi hay ignor oade person comment pleas focus cmship resolv th nan,0,semeval2020,hi-en,kamal sir app bari admi hay ignor made person comment pleas focus cmship resolv th nan,medium
patrag nafrat bahot ho chuki abh 4 saal tho araam karo sambit dont worri 5 ynar one get u st,0,semeval2020,hi-en,patrag nafrat bahot ho chuki abh 4 saal tho araam karo sambit dont worri 5 year one get u st,medium
“ na told u giel ” 😂😂 nigga lie smh 🤦🏾‍♀️ nan,0,semeval2020,hi-en,“ na told u girl ” 😂😂 nigga lie smh 🤦🏾‍♀️ nan,medium
drop name ask question .♥️ 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 good habit nan,0,semeval2020,hi-en,drop name ask question .♥️ 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 good habit nan,medium
certif pe 167m kyu dikha rha nan,0,semeval2020,hi-en,certif pe 167m kyu dikha rha nan,medium
bjp bahut sari shubh kananeaapko secl,0,semeval2020,hi-en,bjp bahut sari shubh kananeaapko seco,medium
happi birthday 🎉🎈🎁 khush rho allah pak tmko kamyab krain stay bless 1 ur 50 's birthday 😂😂,0,semeval2020,hi-en,happi birthday 🎉🎈🎁 khush rho allah pak tmko kamyab krain stay bless 1 ur 50 's birthday 😂😂,medium
weekend tho tab tha jab 5 din school gond ghisn ke baad milta tha noth reach sttisfact nan,0,semeval2020,hi-en,weekend tho tab tha jab 5 din school gond ghisn ke baad milta tha noth reach satisfact nan,medium
itni problem hai de kyu nhi deta jiya ko talakh well know jiya behaviour kisa hai ti kisn bola iss,0,semeval2020,hi-en,itni problem hai de kyu nhi deta jiya ko talakh well know jiya ka behaviour kisa hai ti kisn bola iss,medium
tiran tel loge mna sarkar abhi desh umm hi nahi pura banta aur sambhal rahaba 03-apr tv hous walon ki salari,0,semeval2020,hi-en,tiran se tel loge mna sarkar abhi desh hi nahi pura banta aur sambhal rahaba 03-apr tv hous walon ki salari,medium
pakiatan kitna h,0,semeval2020,hi-en,pakiatan kitna h,medium
nvaz chor b chori kr k aaya tha2013 main 4 halqi kiun nai kholi agar sa cha 🤔🤔🤔🤔🤔 nan,0,semeval2020,hi-en,nwaz chor b chori kr k aaya tha2013 main 4 halqi kiun nai kholi agar sacha tha 🤔🤔🤔🤔🤔 nan,medium
dur se dekha ganj uchhal rhe xiami aah 7 pro se dekha ubbal rre ; ) nan,0,semeval2020,hi-en,dur se dekha ganj uchhal rhe xiami 7 pro se dekha ubbal rhe ; ) nan,medium
shono 😂😂😂 eksact tum jeeto yhh haro hmma tum sa pyar h pakistani team bss india k mada muktbil aoo nan,0,semeval2020,hi-en,shono 😂😂😂 exact tum jeeto yhh haro hmma tum sa pyar h pakistani team bss india k mada mukabil aoo nan,medium
ji pranam sio ayush homoeopathi doctor ki jagah govt bsc err inm nurs ko communiti health offic nan,0,semeval2020,hi-en,ji pranam sir ayush homoeopathi doctor ki jagah govt bsc gnm nurs ko communiti health offic nan,medium
modi bjp india ptay rahul gandi never leav post - bjp e,0,semeval2020,hi-en,modi bjp india pray rahul gandi never leav post - bjp e,medium
ru bika ji aap bhout badiya aur sach boln wale ho aap ek mahan anchor ho aapk sath har,0,semeval2020,hi-en,rubika ji aap bhout badiya aur sach boln wale ho aap ek mahan anchor ho aapk sath har,medium
ewe tant leni memek nya becmk seru sape basah kasur nya hah 😀😁😁 love tant leni 😘😘😘😘 tar kita ber cinta lgh tant leni nan,0,semeval2020,hi-en,ewe tant leni memek nya becek seru sape basah kasur nya haa 😀😁😁 love tant leni 😘😘😘😘 tar kita ber cinta lgh tant leni nan,medium
wish beri happi bless ramadan ramjaan month almost power celebr tabu g bollywood,0,semeval2020,hi-en,wish veri happi bless ramadan ramjaan month almost power celebr tabu g bollywood,medium
¿ est á tu hijo tuiteando sobr la liga de las leyenda btw = butn teleport wukong lol = lucha otra linea lkao = los mago anda arre nan,0,semeval2020,hi-en,¿ est á tu hijo tuiteando sobr la liga de las leyenda btw = buen teleport wukong lol = lucha otra linea lmao = los mago anda nan,medium
* sex * kisiko batana mat kni mmjhpar yakeen hmm karega bhi mahi 😶 sedlif meme memesdaili nan,0,semeval2020,hi-en,* sex * kisiko batana mat koi mujhpar yakeen karega bhi nahi 😶 sedlif meme memesdaili nan,medium
ye parchi ki hi naho sat se sara match khrab hua hai sala shuro main hi team arre pe presher dal k chla jata hai nan,0,semeval2020,hi-en,ye parchi ki hi nahosat se sara match khrab hua hai sala shuro main hi team pe presher dal k chla jata hai nan,medium
bjp ki 303 seat aan mai apka bhi yogdan hai sudhir ji thank nan,0,semeval2020,hi-en,bjp ki 303 seat aan mai apka bhi yogdan hai sudhir ji thank nan,medium
's much sticki high humid unbear bohat purana wala lawn suit zindabaad nan,0,semeval2020,hi-en,'s much sticki high humid unbear bohat purana wala lawn suit zindabaad nan,medium
duniya ka masoom tareen banda allah jhoot na bulway masoom dekho 😂😂😂😂😂 nan,0,semeval2020,hi-en,duniya ka masoom tareen banda allah jhoot na bulway masoom dekho 😂😂😂😂😂 nan,medium
iska fayda bhi sirf woh log uthayeng jinko dusro ki problem se koi matlab nahi hain thoda public arre ko uh swabhimaan se,0,semeval2020,hi-en,iska fayda bhi sirf woh log uthayeng jinko dusro ki problem se koi matlab nahi hain thoda public ko swabhimaan se,medium
madarchod ran di ka sulad suwar teri maa behan beti ko chode tumlg sudhrog,0,semeval2020,hi-en,madarchod randi ka sulad suwar teri maa behan beti ko chode tumlg sudhrog,medium
ma'am nlt spread fake news musalmaan dara hua hain nan,0,semeval2020,hi-en,ma'am n't spread fake news musalmaan dara hua hain nan,medium
garmi bhoolnay hi nahi day lahi kay wo hai wo jo irrit uninvit mehman houta hai na jo kitchen tak puhanch jaata hai nan,0,semeval2020,hi-en,garmi bhoolnay hi nahi day rahi kay wo hai wo jo irrit uninvit mehman houta hai na jo kitchen tak puhanch jaata hai nan,medium
aagaya apni jaat pe suar teri bahan ko mera pas and hai teri bv ko tere abba ka teri ko te,0,semeval2020,hi-en,aagaya apni jaat pe suar teri bahan ko mera pasand hai teri bv ko tere abba ka teri ko te,medium
meh ab iss larki sey intera ct nhi krunga jab tak yeh mujh sey pehlay interact na krley ) nan,0,semeval2020,hi-en,meh ab iss larki sey interact nhi krunga jab tak yeh mujh sey pehlay interact na krley ) nan,medium
rahul sir congress parti ki vichardhara bharat ki janta ke beach nahi bahut pa rahi hai logo ke bich v,0,semeval2020,hi-en,rahul sir congress parti ki vichardhara bharat ki janta ke beach nahi bahut pa rahi hai logo ke bich v,medium
mp 🙏 jai modiji jai rss 🇮🇳🇮🇳k🚩🌷🌷,0,semeval2020,hi-en,mp 🙏 jai modiji jai rss 🇮🇳🇮🇳🚩🚩🌷🌷,medium
sir apko aur bjp meri taraf se jeet ki bahut bahut subhkamnay app desh aur uchaiyo par le jay p,0,semeval2020,hi-en,sir apko aur bjp ko meri taraf se jeet ki bahut bahut subhkamnay app desh aur uchaiyo par le jay p,medium
dkh k b bolna nhe ata dar dar k prh rahe apr pakistan gala par phar k boltm nan,0,semeval2020,hi-en,dkh k b bolna nhe ata dar dar k prh rahe apr pakistan gala phar phar k bolti nan,medium
aj k match k bad sb keh ry k 92 b asa e huwa da dosto uh phr ye na ho hmm k india bazi ly jay kio k 83 wala cup b idr e huwa ta nan,0,semeval2020,hi-en,aj k match k bad sb keh ry k 92 b asa e huwa tha dosto phr ye na ho k india bazi ly jay kio k 83 wala cup b idr e huwa tha nan,medium
aneeta sir apk kaal bhi hm berojgaar beth hai well qualifi hone k wabjud pareekha pas home k wabjud k nan,0,semeval2020,hi-en,aneeta sir apk kaal bhi hm berojgaar beth hai well qualifi hone k wabjud pareekha pas hone k wabjud k nan,medium
aur tu pr err bhi attent lele 🤣🤣 bc itna efmort apn jhaant se career ko improv krne lg,0,semeval2020,hi-en,aur tu pr bhi attent lele 🤣🤣 bc itna effort apn jhaant se career ko improv krne lg,medium
jada muslimo ke masiha bann ki kosi mat karo nase ki halat log kuch bhi kar sakt hai tumh bhi,0,semeval2020,hi-en,jada muslimo ke masiha bann ki kosi mat karo nase ki halat log kuch bhi kar sakt hai tumh bhi,medium
jaahil think everi voter vote bjp gods bhakt netih mindsick like u nan,0,semeval2020,hi-en,jaahil think everi voter vote bjp gods bhakt netih mindsick like u nan,medium
n't understand mean surakchit nahi hain ' ? ? git electricit,0,semeval2020,hi-en,n't understand mean surakshit nahi hain ' ? ? get electricit,medium
vaha ka hindu marta pehl hai dr maruitui ka hi du bharat ke hindu aah ja isa nhe kehta kuch nan,0,semeval2020,hi-en,vaha ka hindu marta pehl hai dr maruitui ka hi du bharat ke hindu jaisa nhe kehta kuch nan,medium
wish allah 's kair noor may allah grant good end duniha nan,0,semeval2020,hi-en,wish allah 's khair noor may allah grant good end duniha nan,medium
manifesto lo unadi chestunadu 👍 inka problem anti,0,semeval2020,hi-en,manifesto lo unadi chestunadu 👍 inka problem anti,medium
nahin radha ji kaon kahta h ki bhagat singh chandrashekhar aajad jais deshbhakt dharati pe janm nhi,0,semeval2020,hi-en,nahi radha ji kaon kahta h ki bhagat singh chandrashekhar aajad jais deshbhakt dharati pe janm nhi,medium
hahahaha allah aisey maulana sahab se kaum ki hifazat farmaye ye mudd utan nahi,0,semeval2020,hi-en,hahahaha allah aisey maulana sahab se kaum ki hifazat farmaye ye mudd uthan nahi,medium
mani mani congratul 🙌🙌 ab apk 2209 follov ho gye hai ese khub tarraki kro khush rho 😂s😂🙏 ram ram sa boy _… uh nan,0,semeval2020,hi-en,mani mani congratul 🙌🙌 ab apk 2209 follow ho gye hai ese khub tarraki kro khush rho 😂😂😂🙏 ram ram sa boy _… nan,medium
kuya khel kanina ng 1111 nag wish ako na sana magkita tayoooo ! 😂 pa meet greet kanaman dyan oh para makapag p ……,0,semeval2020,hi-en,kuya khel kaninang 1111 nag wish ako na sana magkita tayoooo ! 😂 pa meet greet kanaman dyan oh para makapag p ……,medium
vyapari hai usdin modi ji k photo aur dialog k cd bechega ! ! ! nan,0,semeval2020,hi-en,vyapari hai usdin modi ji k photo aur dialog k cd bechega ! ! ! nan,medium
farmer omg 's beauti 😭 dramat nan,0,semeval2020,hi-en,farmer omg 's beauti 😭 dramat nan,medium
abey randi teri gardan ko kya hua ? ? ? muft ka maal milnm band ho gaya toh toh,0,semeval2020,hi-en,abey randi teri gardan ko kya hua ? ? ? muft ka maal milna band ho gaya toh toh,medium
kab sudhrog err bjp ke paltu anchor chitput ghatna bta rhe ho itni fatti hai nan,0,semeval2020,hi-en,kab sudhrog bjp ke paltu anchor chitput ghatna bta rhe ho itni fatti hai nan,medium
ppp ek zardari sub pe bhari ✌ shairon ka shikari zardari ✌ ag bari phir zardari ✌ nan,0,semeval2020,hi-en,ppp ek zardari sub pe bhari ✌ shairon ka shikari zardari ✌ ag bari phir zardari ✌ nan,medium
yhi ki mujh tere pe tru st nahi tu harr baari meko last circl marwa deta hai 😒 nan,0,semeval2020,hi-en,yhi ki mujh tere pe trust nahi tu harr baari meko last circl marwa deta hai 😒 nan,medium
ye zaleel mulk ke prime minist ko galiya deta tha offic ko damkiya deta tha ye ghaddar q nhi nan,0,semeval2020,hi-en,ye zaleel mulk ke prime minist ko galiya deta tha offic ko damkiya deta tha ye ghaddar q nhi nan,medium
ayaaaaay ka mag shat daw 1st day school 🙈🙉🙊😱 nan,0,semeval2020,hi-en,ayaaaaay ka mag shat daw 1st day school 🙈🙉🙊😱 nan,medium
talash pa kistan kay har ghar ki kahani thank muftay well research preview featurefilm zeekayfilm come nan,0,semeval2020,hi-en,talash pakistan kay har ghar ki kahani thank muftay well research preview featurefilm zeekayfilm come nan,medium
happi new month belov yahweh merci still settl case thank mrs seun ogunfil way fro,0,semeval2020,hi-en,happi new month belov yahweh merci still settl case thank mrs seun ogunfil way fro,medium
fav film come soon ardaaskaraan paji 🙏 paji teaser,0,semeval2020,hi-en,fav film come soon ardaaskaraan paji 🙏 paji teaser,medium
sad allah separ someon love alway rememb umm good allah beauti nan,0,semeval2020,hi-en,sad allah separ someon love alway rememb good allah beauti nan,medium
😂😂😂 kon ya bi ak song lover hy 🙊 nan,0,semeval2020,hi-en,😂😂😂 kon ya bi ak song lover hy 🙊 nan,medium
happi birthday hasin vasiyo k rhne vale 🎂😘🎉✌🎊🎂😘🎉🎉 🐯 piti ji alway blesssss u 👑👏 😍 piti nan,0,semeval2020,hi-en,happi birthday hasin vasiyo k rhne vale 🎂😘🎉✌🎊🎂😘🎉🎉 🐯 piti ji alway blesssss u 👑👏 😍 piti nan,medium
yes u got right remov infiltr except believ human human hater,0,semeval2020,hi-en,yes u got right remov infiltr except believ human human hater,medium
sir bhaeya ji ka bahut hi sarahniya fesla jab hamari baat sunney,0,semeval2020,hi-en,sir bhaeya ji ka bahut hi sarahniya fesla jab hamari baat sunney,medium
oath hote hi plaibl media apna agenda lekar chalu bantawar ki rajneeti rajneta kam uur media vale jyada kart hai nan,0,semeval2020,hi-en,oath hote hi plaibl media apna agenda lekar chalu bantawar ki rajneeti rajneta kam aur media vale jyada kart hai nan,medium
yah toh kuch bhi nahi hli 05-jun ke bad world cup bhi postpon ho jayega bhai ka stardom ❤❤,0,semeval2020,hi-en,yeh toh kuch bhi nahi hai 05-jun ke baad world cup bhi postpon ho jayegaa bhai ka stardom ❤❤,medium
truth fouj mslk nahi chala sakti ho sub mazbut munazam ha ye haram khor chor jahil bey eman siasa,0,semeval2020,hi-en,truth fouj mulk nahi chala sakti ho sub se mazbut munazam ha ye haram khor chor jahil bey eman siasa,medium
nhi wo jo ankhein dikh rhi un pr make-up kea hua prda allah pak ki rasa aur muhabbat ke lea hota ❤☺ nan,0,semeval2020,hi-en,nhi wo jo ankhein dikh rhi un pr make-up kea hua prda allah pak ki raza aur muhabbat ke lea hota ❤☺ nan,medium
tumhaar pass koi news nhi h kya jo esi faaltu chize dikha rhe hmm ho desh ki secur ke liy jo jruri h,0,semeval2020,hi-en,tumhaar pass koi news nhi h kya jo esi faaltu chize dikha rhe ho desh ki secur ke liy jo jroori h,medium
news 18 sala tumhar pass kutma bili sabki news h lekin bikbot scam ke itn tweet ho rhe hai sirf rak,0,semeval2020,hi-en,news 18 sala tumhar pass kutta bili sabki news h lekin bikbot scam ke itn tweet ho rhe hai sirf rak,medium
dream see acoust perform sinc chronic # … nan,0,semeval2020,hi-en,dream see acoust perform sinc chronic # … nan,medium
2014 ke baad jo desh ne tarakki ki hai vo pehl nahi thi ye sab mldi ji ke aan ke baad hua ash modi ji aap ne ba,0,semeval2020,hi-en,2014 ke baad jo desh ne tarakki ki hai vo pehl nahi thi ye sab modi ji ke aan ke baad hua ash modi ji aap ne ba,medium
